# form	pos	lemma	sense	freq
འདུན་པ་དང་ལྡན་པ			having aspiration
འདུན་པ་དང་མཚུངས་པར་ལྡན་པ			endowed with aspiration
འདུན་པ་དང་རྩོན་འགྲུས་དང་སེམས་དང་དཔྱོད་པའི་ཏིང་ངེ་འཛིན			meditative stabilization of aspiration, effort, mind, and analysis
འདུན་པ་ཉམས་པ			abandon aspiration
འདུན་པའི་རྩ་བ་ལས་བྱུང་བ			arisen from the root of aspiration
འདུན་པར་བྱས་པ			aspire
འདུན་པར་བྱེད་པ			aspire
འདུས			collect; assemble; included; be assembled; aggregate
འདུས་བྱ			caused phenomenon; caused; compounded
འདུས་བྱས			[assembled-made]; compounded; compounded thing; compounded phenomenon; caused phenomenon; product
